,name,path,label
4396,4056.wav,./raw_data/positive/4056.wav,positive
5049,4644.wav,./raw_data/positive/4644.wav,positive
7821,2406.wav,./raw_data/negative/2406.wav,negative
237,0238.wav,./raw_data/positive/0238.wav,positive
8298,2836.wav,./raw_data/negative/2836.wav,negative
5960,0703.wav,./raw_data/negative/0703.wav,negative
1928,1835.wav,./raw_data/positive/1835.wav,positive
322,0323.wav,./raw_data/positive/0323.wav,positive
10436,4760.wav,./raw_data/negative/4760.wav,negative
8529,3043.wav,./raw_data/negative/3043.wav,negative
863,0864.wav,./raw_data/positive/0864.wav,positive
10319,4655.wav,./raw_data/negative/4655.wav,negative
7028,1693.wav,./raw_data/negative/1693.wav,negative
10415,4741.wav,./raw_data/negative/4741.wav,negative
8410,2937.wav,./raw_data/negative/2937.wav,negative
9726,4120.wav,./raw_data/negative/4120.wav,negative
9933,4307.wav,./raw_data/negative/4307.wav,negative
2809,2628.wav,./raw_data/positive/2628.wav,positive
6720,1415.wav,./raw_data/negative/1415.wav,negative
2053,1948.wav,./raw_data/positive/1948.wav,positive
569,0570.wav,./raw_data/positive/0570.wav,positive
6238,0981.wav,./raw_data/negative/0981.wav,negative
7851,2433.wav,./raw_data/negative/2433.wav,negative
7484,2102.wav,./raw_data/negative/2102.wav,negative
9063,3524.wav,./raw_data/negative/3524.wav,negative
7039,1702.wav,./raw_data/negative/1702.wav,negative
7007,1674.wav,./raw_data/negative/1674.wav,negative
9046,3509.wav,./raw_data/negative/3509.wav,negative
2029,1926.wav,./raw_data/positive/1926.wav,positive
6905,1582.wav,./raw_data/negative/1582.wav,negative
211,0212.wav,./raw_data/positive/0212.wav,positive
6335,1069.wav,./raw_data/negative/1069.wav,negative
3541,3287.wav,./raw_data/positive/3287.wav,positive
575,0576.wav,./raw_data/positive/0576.wav,positive
5884,0627.wav,./raw_data/negative/0627.wav,negative
10173,4523.wav,./raw_data/negative/4523.wav,negative
833,0834.wav,./raw_data/positive/0834.wav,positive
7349,1982.wav,./raw_data/negative/1982.wav,negative
1036,1031.wav,./raw_data/positive/1031.wav,positive
10049,4411.wav,./raw_data/negative/4411.wav,negative
9893,4271.wav,./raw_data/negative/4271.wav,negative
715,0716.wav,./raw_data/positive/0716.wav,positive
2106,1996.wav,./raw_data/positive/1996.wav,positive
8521,3036.wav,./raw_data/negative/3036.wav,negative
7883,2462.wav,./raw_data/negative/2462.wav,negative
1316,1284.wav,./raw_data/positive/1284.wav,positive
9223,3669.wav,./raw_data/negative/3669.wav,negative
364,0365.wav,./raw_data/positive/0365.wav,positive
10738,73.wav,./raw_data/negative/73.wav,negative
3985,3687.wav,./raw_data/positive/3687.wav,positive
10860,094.wav,./raw_data/background/094.wav,background
5032,4629.wav,./raw_data/positive/4629.wav,positive
10570,4881.wav,./raw_data/negative/4881.wav,negative
2308,2177.wav,./raw_data/positive/2177.wav,positive
4507,4156.wav,./raw_data/positive/4156.wav,positive
4214,3893.wav,./raw_data/positive/3893.wav,positive
10837,071.wav,./raw_data/background/071.wav,background
6919,1595.wav,./raw_data/negative/1595.wav,negative
6026,0769.wav,./raw_data/negative/0769.wav,negative
3125,2912.wav,./raw_data/positive/2912.wav,positive
4470,4122.wav,./raw_data/positive/4122.wav,positive
3310,3079.wav,./raw_data/positive/3079.wav,positive
4343,4008.wav,./raw_data/positive/4008.wav,positive
10452,4775.wav,./raw_data/negative/4775.wav,negative
5823,0566.wav,./raw_data/negative/0566.wav,negative
10753,87.wav,./raw_data/negative/87.wav,negative
7588,2197.wav,./raw_data/negative/2197.wav,negative
10750,84.wav,./raw_data/negative/84.wav,negative
7160,1811.wav,./raw_data/negative/1811.wav,negative
9853,4235.wav,./raw_data/negative/4235.wav,negative
4905,4514.wav,./raw_data/positive/4514.wav,positive
11015,249.wav,./raw_data/background/249.wav,background
10938,172.wav,./raw_data/background/172.wav,background
7587,2196.wav,./raw_data/negative/2196.wav,negative
8638,3141.wav,./raw_data/negative/3141.wav,negative
6584,1293.wav,./raw_data/negative/1293.wav,negative
6683,1382.wav,./raw_data/negative/1382.wav,negative
2690,2520.wav,./raw_data/positive/2520.wav,positive
5883,0626.wav,./raw_data/negative/0626.wav,negative
5059,4653.wav,./raw_data/positive/4653.wav,positive
5738,0481.wav,./raw_data/negative/0481.wav,negative
2659,2493.wav,./raw_data/positive/2493.wav,positive
132,0133.wav,./raw_data/positive/0133.wav,positive
7990,2559.wav,./raw_data/negative/2559.wav,negative
10683,4983.wav,./raw_data/negative/4983.wav,negative
2931,2738.wav,./raw_data/positive/2738.wav,positive
2890,2700.wav,./raw_data/positive/2700.wav,positive
7237,1881.wav,./raw_data/negative/1881.wav,negative
4385,4046.wav,./raw_data/positive/4046.wav,positive
8059,2620.wav,./raw_data/negative/2620.wav,negative
7005,1672.wav,./raw_data/negative/1672.wav,negative
933,0934.wav,./raw_data/positive/0934.wav,positive
9003,3470.wav,./raw_data/negative/3470.wav,negative
8656,3158.wav,./raw_data/negative/3158.wav,negative
4433,409.wav,./raw_data/positive/409.wav,positive
4800,442.wav,./raw_data/positive/442.wav,positive
7941,2514.wav,./raw_data/negative/2514.wav,negative
2295,2165.wav,./raw_data/positive/2165.wav,positive
9365,3797.wav,./raw_data/negative/3797.wav,negative
1957,1861.wav,./raw_data/positive/1861.wav,positive
1484,1435.wav,./raw_data/positive/1435.wav,positive
9511,3928.wav,./raw_data/negative/3928.wav,negative
8025,2590.wav,./raw_data/negative/2590.wav,negative
6398,1125.wav,./raw_data/negative/1125.wav,negative
1995,1896.wav,./raw_data/positive/1896.wav,positive
6047,0790.wav,./raw_data/negative/0790.wav,negative
6660,1361.wav,./raw_data/negative/1361.wav,negative
6985,1654.wav,./raw_data/negative/1654.wav,negative
8651,3153.wav,./raw_data/negative/3153.wav,negative
9484,3903.wav,./raw_data/negative/3903.wav,negative
1996,1897.wav,./raw_data/positive/1897.wav,positive
7253,1896.wav,./raw_data/negative/1896.wav,negative
7557,2169.wav,./raw_data/negative/2169.wav,negative
1834,1750.wav,./raw_data/positive/1750.wav,positive
9678,4078.wav,./raw_data/negative/4078.wav,negative
8703,320.wav,./raw_data/negative/320.wav,negative
10877,111.wav,./raw_data/background/111.wav,background
4496,4146.wav,./raw_data/positive/4146.wav,positive
1197,1177.wav,./raw_data/positive/1177.wav,positive
9707,4103.wav,./raw_data/negative/4103.wav,negative
1974,1877.wav,./raw_data/positive/1877.wav,positive
3728,3455.wav,./raw_data/positive/3455.wav,positive
5608,0351.wav,./raw_data/negative/0351.wav,negative
7905,2482.wav,./raw_data/negative/2482.wav,negative
10191,454.wav,./raw_data/negative/454.wav,negative
2482,2333.wav,./raw_data/positive/2333.wav,positive
860,0861.wav,./raw_data/positive/0861.wav,positive
6561,1272.wav,./raw_data/negative/1272.wav,negative
10581,4891.wav,./raw_data/negative/4891.wav,negative
6525,124.wav,./raw_data/negative/124.wav,negative
5563,0306.wav,./raw_data/negative/0306.wav,negative
8438,2962.wav,./raw_data/negative/2962.wav,negative
401,0402.wav,./raw_data/positive/0402.wav,positive
5232,76.wav,./raw_data/positive/76.wav,positive
8659,3160.wav,./raw_data/negative/3160.wav,negative
8288,2827.wav,./raw_data/negative/2827.wav,negative
9103,3560.wav,./raw_data/negative/3560.wav,negative
8143,2697.wav,./raw_data/negative/2697.wav,negative
10224,457.wav,./raw_data/negative/457.wav,negative
2943,2749.wav,./raw_data/positive/2749.wav,positive
5631,0374.wav,./raw_data/negative/0374.wav,negative
6864,1545.wav,./raw_data/negative/1545.wav,negative
2323,2190.wav,./raw_data/positive/2190.wav,positive
9285,3724.wav,./raw_data/negative/3724.wav,negative
2098,1989.wav,./raw_data/positive/1989.wav,positive
6471,1191.wav,./raw_data/negative/1191.wav,negative
7359,1991.wav,./raw_data/negative/1991.wav,negative
110,0111.wav,./raw_data/positive/0111.wav,positive
413,0414.wav,./raw_data/positive/0414.wav,positive
2988,279.wav,./raw_data/positive/279.wav,positive
6333,1067.wav,./raw_data/negative/1067.wav,negative
10669,4970.wav,./raw_data/negative/4970.wav,negative
4943,4549.wav,./raw_data/positive/4549.wav,positive
1205,1184.wav,./raw_data/positive/1184.wav,positive
2456,231.wav,./raw_data/positive/231.wav,positive
4150,3835.wav,./raw_data/positive/3835.wav,positive
2427,2284.wav,./raw_data/positive/2284.wav,positive
1171,1153.wav,./raw_data/positive/1153.wav,positive
335,0336.wav,./raw_data/positive/0336.wav,positive
5313,0056.wav,./raw_data/negative/0056.wav,negative
7974,2544.wav,./raw_data/negative/2544.wav,negative
5258,0001.wav,./raw_data/negative/0001.wav,negative
9218,3664.wav,./raw_data/negative/3664.wav,negative
7507,2123.wav,./raw_data/negative/2123.wav,negative
4001,3700.wav,./raw_data/positive/3700.wav,positive
2307,2176.wav,./raw_data/positive/2176.wav,positive
5746,0489.wav,./raw_data/negative/0489.wav,negative
10171,4521.wav,./raw_data/negative/4521.wav,negative
7107,1764.wav,./raw_data/negative/1764.wav,negative
5651,0394.wav,./raw_data/negative/0394.wav,negative
10159,4510.wav,./raw_data/negative/4510.wav,negative
3663,3397.wav,./raw_data/positive/3397.wav,positive
644,0645.wav,./raw_data/positive/0645.wav,positive
5860,0603.wav,./raw_data/negative/0603.wav,negative
4843,4459.wav,./raw_data/positive/4459.wav,positive
1389,135.wav,./raw_data/positive/135.wav,positive
127,0128.wav,./raw_data/positive/0128.wav,positive
7176,1826.wav,./raw_data/negative/1826.wav,negative
10822,056.wav,./raw_data/background/056.wav,background
8353,2886.wav,./raw_data/negative/2886.wav,negative
2160,2043.wav,./raw_data/positive/2043.wav,positive
2049,1944.wav,./raw_data/positive/1944.wav,positive
4436,4092.wav,./raw_data/positive/4092.wav,positive
538,0539.wav,./raw_data/positive/0539.wav,positive
5676,0419.wav,./raw_data/negative/0419.wav,negative
5894,0637.wav,./raw_data/negative/0637.wav,negative
6120,0863.wav,./raw_data/negative/0863.wav,negative
5536,0279.wav,./raw_data/negative/0279.wav,negative
4701,4330.wav,./raw_data/positive/4330.wav,positive
11023,257.wav,./raw_data/background/257.wav,background
10233,4578.wav,./raw_data/negative/4578.wav,negative
4146,3831.wav,./raw_data/positive/3831.wav,positive
9314,3750.wav,./raw_data/negative/3750.wav,negative
10959,193.wav,./raw_data/background/193.wav,background
10664,4966.wav,./raw_data/negative/4966.wav,negative
2474,2326.wav,./raw_data/positive/2326.wav,positive
11027,261.wav,./raw_data/background/261.wav,background
8425,2950.wav,./raw_data/negative/2950.wav,negative
6045,0788.wav,./raw_data/negative/0788.wav,negative
9233,3678.wav,./raw_data/negative/3678.wav,negative
2526,2373.wav,./raw_data/positive/2373.wav,positive
10178,4528.wav,./raw_data/negative/4528.wav,negative
3748,3473.wav,./raw_data/positive/3473.wav,positive
1988,189.wav,./raw_data/positive/189.wav,positive
9068,3529.wav,./raw_data/negative/3529.wav,negative
10196,4544.wav,./raw_data/negative/4544.wav,negative
8274,2814.wav,./raw_data/negative/2814.wav,negative
3290,3060.wav,./raw_data/positive/3060.wav,positive
8111,2668.wav,./raw_data/negative/2668.wav,negative
4178,3860.wav,./raw_data/positive/3860.wav,positive
10489,4808.wav,./raw_data/negative/4808.wav,negative
10808,042.wav,./raw_data/background/042.wav,background
2883,2695.wav,./raw_data/positive/2695.wav,positive
846,0847.wav,./raw_data/positive/0847.wav,positive
2185,2066.wav,./raw_data/positive/2066.wav,positive
6181,0924.wav,./raw_data/negative/0924.wav,negative
1239,1214.wav,./raw_data/positive/1214.wav,positive
3180,2962.wav,./raw_data/positive/2962.wav,positive
8408,2935.wav,./raw_data/negative/2935.wav,negative
10529,4844.wav,./raw_data/negative/4844.wav,negative
5495,0238.wav,./raw_data/negative/0238.wav,negative
7556,2168.wav,./raw_data/negative/2168.wav,negative
9579,399.wav,./raw_data/negative/399.wav,negative
3793,3513.wav,./raw_data/positive/3513.wav,positive
4033,373.wav,./raw_data/positive/373.wav,positive
5582,0325.wav,./raw_data/negative/0325.wav,negative
9235,368.wav,./raw_data/negative/368.wav,negative
10924,158.wav,./raw_data/background/158.wav,background
825,0826.wav,./raw_data/positive/0826.wav,positive
3935,3641.wav,./raw_data/positive/3641.wav,positive
10027,4392.wav,./raw_data/negative/4392.wav,negative
10418,4744.wav,./raw_data/negative/4744.wav,negative
7971,2541.wav,./raw_data/negative/2541.wav,negative
8247,2790.wav,./raw_data/negative/2790.wav,negative
5670,0413.wav,./raw_data/negative/0413.wav,negative
798,0799.wav,./raw_data/positive/0799.wav,positive
5508,0251.wav,./raw_data/negative/0251.wav,negative
886,0887.wav,./raw_data/positive/0887.wav,positive
1395,1355.wav,./raw_data/positive/1355.wav,positive
4307,3977.wav,./raw_data/positive/3977.wav,positive
3885,3597.wav,./raw_data/positive/3597.wav,positive
10137,4491.wav,./raw_data/negative/4491.wav,negative
187,0188.wav,./raw_data/positive/0188.wav,positive
4419,4077.wav,./raw_data/positive/4077.wav,positive
1056,105.wav,./raw_data/positive/105.wav,positive
6859,1540.wav,./raw_data/negative/1540.wav,negative
207,0208.wav,./raw_data/positive/0208.wav,positive
6807,1494.wav,./raw_data/negative/1494.wav,negative
7375,2004.wav,./raw_data/negative/2004.wav,negative
2662,2496.wav,./raw_data/positive/2496.wav,positive
5454,0197.wav,./raw_data/negative/0197.wav,negative
8500,3017.wav,./raw_data/negative/3017.wav,negative
4780,4401.wav,./raw_data/positive/4401.wav,positive
9662,4063.wav,./raw_data/negative/4063.wav,negative
4697,4327.wav,./raw_data/positive/4327.wav,positive
311,0312.wav,./raw_data/positive/0312.wav,positive
9813,42.wav,./raw_data/negative/42.wav,negative
2388,2249.wav,./raw_data/positive/2249.wav,positive
789,0790.wav,./raw_data/positive/0790.wav,positive
1991,1892.wav,./raw_data/positive/1892.wav,positive
3227,3003.wav,./raw_data/positive/3003.wav,positive
8882,3361.wav,./raw_data/negative/3361.wav,negative
6829,1513.wav,./raw_data/negative/1513.wav,negative
4423,4080.wav,./raw_data/positive/4080.wav,positive
7769,236.wav,./raw_data/negative/236.wav,negative
8099,2657.wav,./raw_data/negative/2657.wav,negative
7908,2485.wav,./raw_data/negative/2485.wav,negative
257,0258.wav,./raw_data/positive/0258.wav,positive
4602,4241.wav,./raw_data/positive/4241.wav,positive
7998,2566.wav,./raw_data/negative/2566.wav,negative
7435,2059.wav,./raw_data/negative/2059.wav,negative
10093,4451.wav,./raw_data/negative/4451.wav,negative
8108,2665.wav,./raw_data/negative/2665.wav,negative
578,0579.wav,./raw_data/positive/0579.wav,positive
8655,3157.wav,./raw_data/negative/3157.wav,negative
10554,4867.wav,./raw_data/negative/4867.wav,negative
9828,4212.wav,./raw_data/negative/4212.wav,negative
10593,4901.wav,./raw_data/negative/4901.wav,negative
7934,2508.wav,./raw_data/negative/2508.wav,negative
600,0601.wav,./raw_data/positive/0601.wav,positive
5531,0274.wav,./raw_data/negative/0274.wav,negative
6174,0917.wav,./raw_data/negative/0917.wav,negative
9215,3661.wav,./raw_data/negative/3661.wav,negative
5296,0039.wav,./raw_data/negative/0039.wav,negative
10638,4942.wav,./raw_data/negative/4942.wav,negative
2126,2012.wav,./raw_data/positive/2012.wav,positive
4885,4497.wav,./raw_data/positive/4497.wav,positive
2377,2239.wav,./raw_data/positive/2239.wav,positive
1526,1473.wav,./raw_data/positive/1473.wav,positive
416,0417.wav,./raw_data/positive/0417.wav,positive
5486,0229.wav,./raw_data/negative/0229.wav,negative
4253,3928.wav,./raw_data/positive/3928.wav,positive
8071,2631.wav,./raw_data/negative/2631.wav,negative
1683,1614.wav,./raw_data/positive/1614.wav,positive
920,0921.wav,./raw_data/positive/0921.wav,positive
10642,4946.wav,./raw_data/negative/4946.wav,negative
9324,376.wav,./raw_data/negative/376.wav,negative
7728,2322.wav,./raw_data/negative/2322.wav,negative
4488,4139.wav,./raw_data/positive/4139.wav,positive
3556,330.wav,./raw_data/positive/330.wav,positive
9806,4193.wav,./raw_data/negative/4193.wav,negative
9915,4291.wav,./raw_data/negative/4291.wav,negative
2769,2592.wav,./raw_data/positive/2592.wav,positive
6608,1314.wav,./raw_data/negative/1314.wav,negative
9261,3702.wav,./raw_data/negative/3702.wav,negative
6296,1033.wav,./raw_data/negative/1033.wav,negative
3946,3651.wav,./raw_data/positive/3651.wav,positive
831,0832.wav,./raw_data/positive/0832.wav,positive
5081,4673.wav,./raw_data/positive/4673.wav,positive
5886,0629.wav,./raw_data/negative/0629.wav,negative
7360,1992.wav,./raw_data/negative/1992.wav,negative
7633,2237.wav,./raw_data/negative/2237.wav,negative
8122,2678.wav,./raw_data/negative/2678.wav,negative
9527,3942.wav,./raw_data/negative/3942.wav,negative
1530,1477.wav,./raw_data/positive/1477.wav,positive
7606,2212.wav,./raw_data/negative/2212.wav,negative
10105,4462.wav,./raw_data/negative/4462.wav,negative
7886,2465.wav,./raw_data/negative/2465.wav,negative
1871,1784.wav,./raw_data/positive/1784.wav,positive
3362,3125.wav,./raw_data/positive/3125.wav,positive
7025,1690.wav,./raw_data/negative/1690.wav,negative
10720,57.wav,./raw_data/negative/57.wav,negative
6061,0804.wav,./raw_data/negative/0804.wav,negative
2900,271.wav,./raw_data/positive/271.wav,positive
1403,1362.wav,./raw_data/positive/1362.wav,positive
10138,4492.wav,./raw_data/negative/4492.wav,negative
7469,209.wav,./raw_data/negative/209.wav,negative
1254,1228.wav,./raw_data/positive/1228.wav,positive
7942,2515.wav,./raw_data/negative/2515.wav,negative
5524,0267.wav,./raw_data/negative/0267.wav,negative
281,0282.wav,./raw_data/positive/0282.wav,positive
6276,1015.wav,./raw_data/negative/1015.wav,negative
10880,114.wav,./raw_data/background/114.wav,background
4836,4452.wav,./raw_data/positive/4452.wav,positive
72,0073.wav,./raw_data/positive/0073.wav,positive
6737,1430.wav,./raw_data/negative/1430.wav,negative
8100,2658.wav,./raw_data/negative/2658.wav,negative
5231,75.wav,./raw_data/positive/75.wav,positive
5652,0395.wav,./raw_data/negative/0395.wav,negative
5749,0492.wav,./raw_data/negative/0492.wav,negative
10569,4880.wav,./raw_data/negative/4880.wav,negative
3350,3114.wav,./raw_data/positive/3114.wav,positive
3831,3548.wav,./raw_data/positive/3548.wav,positive
4279,3951.wav,./raw_data/positive/3951.wav,positive
4673,4305.wav,./raw_data/positive/4305.wav,positive
10067,4428.wav,./raw_data/negative/4428.wav,negative
6580,129.wav,./raw_data/negative/129.wav,negative
9947,432.wav,./raw_data/negative/432.wav,negative
3423,3180.wav,./raw_data/positive/3180.wav,positive
2192,2072.wav,./raw_data/positive/2072.wav,positive
10128,4483.wav,./raw_data/negative/4483.wav,negative
3150,2935.wav,./raw_data/positive/2935.wav,positive
772,0773.wav,./raw_data/positive/0773.wav,positive
388,0389.wav,./raw_data/positive/0389.wav,positive
8244,2788.wav,./raw_data/negative/2788.wav,negative
7376,2005.wav,./raw_data/negative/2005.wav,negative
8876,3356.wav,./raw_data/negative/3356.wav,negative
10467,4789.wav,./raw_data/negative/4789.wav,negative
2878,2690.wav,./raw_data/positive/2690.wav,positive
6155,0898.wav,./raw_data/negative/0898.wav,negative
2922,273.wav,./raw_data/positive/273.wav,positive
7366,1998.wav,./raw_data/negative/1998.wav,negative
8263,2804.wav,./raw_data/negative/2804.wav,negative
6180,0923.wav,./raw_data/negative/0923.wav,negative
9683,4082.wav,./raw_data/negative/4082.wav,negative
2839,2655.wav,./raw_data/positive/2655.wav,positive
970,0971.wav,./raw_data/positive/0971.wav,positive
8547,306.wav,./raw_data/negative/306.wav,negative
3734,3460.wav,./raw_data/positive/3460.wav,positive
8913,339.wav,./raw_data/negative/339.wav,negative
8268,2809.wav,./raw_data/negative/2809.wav,negative
3087,2879.wav,./raw_data/positive/2879.wav,positive
10376,4706.wav,./raw_data/negative/4706.wav,negative
10777,011.wav,./raw_data/background/011.wav,background
10711,507.wav,./raw_data/negative/507.wav,negative
534,0535.wav,./raw_data/positive/0535.wav,positive
7134,1789.wav,./raw_data/negative/1789.wav,negative
9563,3975.wav,./raw_data/negative/3975.wav,negative
3385,3146.wav,./raw_data/positive/3146.wav,positive
8032,2597.wav,./raw_data/negative/2597.wav,negative
5513,0256.wav,./raw_data/negative/0256.wav,negative
4700,433.wav,./raw_data/positive/433.wav,positive
10862,096.wav,./raw_data/background/096.wav,background
8730,3224.wav,./raw_data/negative/3224.wav,negative
8865,3346.wav,./raw_data/negative/3346.wav,negative
7404,2030.wav,./raw_data/negative/2030.wav,negative
8358,2890.wav,./raw_data/negative/2890.wav,negative
5166,475.wav,./raw_data/positive/475.wav,positive
8900,3378.wav,./raw_data/negative/3378.wav,negative
5468,0211.wav,./raw_data/negative/0211.wav,negative
3655,339.wav,./raw_data/positive/339.wav,positive
9780,417.wav,./raw_data/negative/417.wav,negative
5176,4759.wav,./raw_data/positive/4759.wav,positive
9922,4298.wav,./raw_data/negative/4298.wav,negative
7665,2266.wav,./raw_data/negative/2266.wav,negative
609,0610.wav,./raw_data/positive/0610.wav,positive
4193,3874.wav,./raw_data/positive/3874.wav,positive
6115,0858.wav,./raw_data/negative/0858.wav,negative
9549,3962.wav,./raw_data/negative/3962.wav,negative
6488,1206.wav,./raw_data/negative/1206.wav,negative
3751,3476.wav,./raw_data/positive/3476.wav,positive
900,0901.wav,./raw_data/positive/0901.wav,positive
266,0267.wav,./raw_data/positive/0267.wav,positive
8178,2728.wav,./raw_data/negative/2728.wav,negative
7912,2489.wav,./raw_data/negative/2489.wav,negative
751,0752.wav,./raw_data/positive/0752.wav,positive
3486,3237.wav,./raw_data/positive/3237.wav,positive
150,0151.wav,./raw_data/positive/0151.wav,positive
1279,1250.wav,./raw_data/positive/1250.wav,positive
8190,2739.wav,./raw_data/negative/2739.wav,negative
3432,3189.wav,./raw_data/positive/3189.wav,positive
5757,0500.wav,./raw_data/negative/0500.wav,negative
5807,0550.wav,./raw_data/negative/0550.wav,negative
109,0110.wav,./raw_data/positive/0110.wav,positive
3559,3302.wav,./raw_data/positive/3302.wav,positive
5010,4609.wav,./raw_data/positive/4609.wav,positive
2513,2361.wav,./raw_data/positive/2361.wav,positive
1970,1873.wav,./raw_data/positive/1873.wav,positive
2700,253.wav,./raw_data/positive/253.wav,positive
4294,3965.wav,./raw_data/positive/3965.wav,positive
2501,2350.wav,./raw_data/positive/2350.wav,positive
10988,222.wav,./raw_data/background/222.wav,background
2470,2322.wav,./raw_data/positive/2322.wav,positive
9119,3575.wav,./raw_data/negative/3575.wav,negative
4921,4529.wav,./raw_data/positive/4529.wav,positive
6789,1478.wav,./raw_data/negative/1478.wav,negative
141,0142.wav,./raw_data/positive/0142.wav,positive
10659,4961.wav,./raw_data/negative/4961.wav,negative
2445,230.wav,./raw_data/positive/230.wav,positive
2540,2386.wav,./raw_data/positive/2386.wav,positive
1557,1500.wav,./raw_data/positive/1500.wav,positive
1066,1059.wav,./raw_data/positive/1059.wav,positive
242,0243.wav,./raw_data/positive/0243.wav,positive
7997,2565.wav,./raw_data/negative/2565.wav,negative
3144,293.wav,./raw_data/positive/293.wav,positive
9293,3731.wav,./raw_data/negative/3731.wav,negative
8015,2581.wav,./raw_data/negative/2581.wav,negative
3466,3219.wav,./raw_data/positive/3219.wav,positive
8708,3204.wav,./raw_data/negative/3204.wav,negative
10558,4870.wav,./raw_data/negative/4870.wav,negative
7002,167.wav,./raw_data/negative/167.wav,negative
7147,180.wav,./raw_data/negative/180.wav,negative
5281,0024.wav,./raw_data/negative/0024.wav,negative
8236,2780.wav,./raw_data/negative/2780.wav,negative
5869,0612.wav,./raw_data/negative/0612.wav,negative
10129,4484.wav,./raw_data/negative/4484.wav,negative
4968,4571.wav,./raw_data/positive/4571.wav,positive
1929,1836.wav,./raw_data/positive/1836.wav,positive
10007,4374.wav,./raw_data/negative/4374.wav,negative
2459,2312.wav,./raw_data/positive/2312.wav,positive
9500,3918.wav,./raw_data/negative/3918.wav,negative
4789,441.wav,./raw_data/positive/441.wav,positive
1628,1565.wav,./raw_data/positive/1565.wav,positive
10330,4665.wav,./raw_data/negative/4665.wav,negative
2424,2281.wav,./raw_data/positive/2281.wav,positive
3860,3574.wav,./raw_data/positive/3574.wav,positive
3120,2908.wav,./raw_data/positive/2908.wav,positive
16,0017.wav,./raw_data/positive/0017.wav,positive
3478,323.wav,./raw_data/positive/323.wav,positive
3842,3558.wav,./raw_data/positive/3558.wav,positive
7636,224.wav,./raw_data/negative/224.wav,negative
4266,394.wav,./raw_data/positive/394.wav,positive
9712,4108.wav,./raw_data/negative/4108.wav,negative
3678,341.wav,./raw_data/positive/341.wav,positive
10590,49.wav,./raw_data/negative/49.wav,negative
7060,1721.wav,./raw_data/negative/1721.wav,negative
7390,2018.wav,./raw_data/negative/2018.wav,negative
9517,3933.wav,./raw_data/negative/3933.wav,negative
6703,140.wav,./raw_data/negative/140.wav,negative
1712,1640.wav,./raw_data/positive/1640.wav,positive
9267,3708.wav,./raw_data/negative/3708.wav,negative
7785,2374.wav,./raw_data/negative/2374.wav,negative
9084,3543.wav,./raw_data/negative/3543.wav,negative
1298,1268.wav,./raw_data/positive/1268.wav,positive
7464,2085.wav,./raw_data/negative/2085.wav,negative
3288,3059.wav,./raw_data/positive/3059.wav,positive
8005,2572.wav,./raw_data/negative/2572.wav,negative
6442,1165.wav,./raw_data/negative/1165.wav,negative
5601,0344.wav,./raw_data/negative/0344.wav,negative
8663,3164.wav,./raw_data/negative/3164.wav,negative
4641,4277.wav,./raw_data/positive/4277.wav,positive
9386,3815.wav,./raw_data/negative/3815.wav,negative
2871,2684.wav,./raw_data/positive/2684.wav,positive
1214,1192.wav,./raw_data/positive/1192.wav,positive
8460,2982.wav,./raw_data/negative/2982.wav,negative
170,0171.wav,./raw_data/positive/0171.wav,positive
4172,3855.wav,./raw_data/positive/3855.wav,positive
1935,1841.wav,./raw_data/positive/1841.wav,positive
4029,3726.wav,./raw_data/positive/3726.wav,positive
4328,3996.wav,./raw_data/positive/3996.wav,positive
6507,1223.wav,./raw_data/negative/1223.wav,negative
2815,2633.wav,./raw_data/positive/2633.wav,positive
4213,3892.wav,./raw_data/positive/3892.wav,positive
6786,1475.wav,./raw_data/negative/1475.wav,negative
2504,2353.wav,./raw_data/positive/2353.wav,positive
4249,3924.wav,./raw_data/positive/3924.wav,positive
10476,4797.wav,./raw_data/negative/4797.wav,negative
2037,1933.wav,./raw_data/positive/1933.wav,positive
8840,3323.wav,./raw_data/negative/3323.wav,negative
1247,1221.wav,./raw_data/positive/1221.wav,positive
7650,2252.wav,./raw_data/negative/2252.wav,negative
2703,2532.wav,./raw_data/positive/2532.wav,positive
5153,4738.wav,./raw_data/positive/4738.wav,positive
10788,022.wav,./raw_data/background/022.wav,background
9061,3522.wav,./raw_data/negative/3522.wav,negative
1814,1732.wav,./raw_data/positive/1732.wav,positive
3724,3451.wav,./raw_data/positive/3451.wav,positive
1566,1509.wav,./raw_data/positive/1509.wav,positive
9227,3672.wav,./raw_data/negative/3672.wav,negative
3891,3601.wav,./raw_data/positive/3601.wav,positive
5880,0623.wav,./raw_data/negative/0623.wav,negative
6570,1280.wav,./raw_data/negative/1280.wav,negative
6075,0818.wav,./raw_data/negative/0818.wav,negative
10350,4683.wav,./raw_data/negative/4683.wav,negative
4579,4220.wav,./raw_data/positive/4220.wav,positive
9755,4147.wav,./raw_data/negative/4147.wav,negative
5237,80.wav,./raw_data/positive/80.wav,positive
1571,1513.wav,./raw_data/positive/1513.wav,positive
2618,2456.wav,./raw_data/positive/2456.wav,positive
2790,2610.wav,./raw_data/positive/2610.wav,positive
3216,2995.wav,./raw_data/positive/2995.wav,positive
5682,0425.wav,./raw_data/negative/0425.wav,negative
1766,169.wav,./raw_data/positive/169.wav,positive
3727,3454.wav,./raw_data/positive/3454.wav,positive
7653,2255.wav,./raw_data/negative/2255.wav,negative
3849,3564.wav,./raw_data/positive/3564.wav,positive
